,6,mensage
93,"""0001975796""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
94,"""0001142631""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
95,"""0003733496""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
96,"""0003671459""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
97,"""0001937239""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
98,"""0003603623""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
99,"""0001937867""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
100,"""0001937193""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
101,"""0003603430""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
102,"""0003565836""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
103,"""0001938392""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
104,"""0003560959""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
105,"""0003725853""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
106,"""0003562791""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
107,"""0001937950""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
108,"""0003911317""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
109,"""0001938167""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
110,"""0003650585""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
111,"""0001937224""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
112,"""0003066417""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
113,"""0003616598""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
114,"""0003896920""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
115,"""0001977626""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
116,"""0001958787""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
117,"""0001936800""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
118,"""0003740399""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
119,"""0003878386""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
120,"""0003618231""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
121,"""0001958680""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
122,"""0001938277""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
123,"""0001962191""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
124,"""0003897312""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
125,"""0003916407""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
126,"""0003674254""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
127,"""0003571230""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
128,"""0003625784""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
129,"""0001938374""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
130,"""0001938202""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
131,"""0001937510""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
132,"""0003675467""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
133,"""0001938049""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
134,"""0003905046""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
135,"""0003946073""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
136,"""0003947043""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
137,"""0003616637""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
138,"""0003933886""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
139,"""0003755886""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
140,"""0003917797""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
141,"""0003603425""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
142,"""0001215297""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
143,"""0001937537""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
144,"""0003564903""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
145,"""0001937043""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
146,"""0001978141""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
147,"""0001937916""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
148,"""0003625022""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
149,"""0003919396""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
150,"""0003915021""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
151,"""0000914597""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
152,"""0003874986""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
153,"""0003567308""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
154,"""0001936774""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
155,"""0001937453""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
156,"""0001938368""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
157,"""0001146748""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
158,"""0001936758""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
159,"""0000990852""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
160,"""0003716498""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
161,"""0003581473""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
162,"""0003960218""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
163,"""0003939231""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
164,"""0001937483""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
165,"""0003900582""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
166,"""0003947265""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
167,"""0003627568""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
168,"""0003962812""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
169,"""0003828192""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
170,"""0003950001""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
171,"""0003892771""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
172,"""0003968455""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
173,"""0003746824""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
174,"""0003546115""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
175,"""0003603576""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
176,"""0001937328""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
177,"""0001967563""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
178,"""0003916395""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
179,"""0003622752""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
180,"""0003767448""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
181,"""0003948503""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
182,"""0003763866""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
183,"""0001938280""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
184,"""0003891345""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
185,"""0001138281""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
186,"""0003932649""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
187,"""0002489895""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
188,"""0003552696""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
189,"""0001280436""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
190,"""0001937420""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
191,"""0003893071""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
192,"""0001961693""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
193,"""0003788677""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
194,"""0003681547""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
195,"""0003916589""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
196,"""0001940569""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
197,"""0003676868""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
198,"""0001270892""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
199,"""0001967692""",CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:AccountTrigger
200,"""0003683340""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
201,"""0000210082""",FIELD_FILTER_VALIDATION_EXCEPTION:O Centro Forneced
202,"""0001937941""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
203,"""0001936695""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
204,"""0001968684""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
205,"""0001937797""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
206,"""0003600551""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
207,"""0001270734""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
208,"""0001938117""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
209,"""0001200933""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
210,"""0003624282""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
211,"""0001938201""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
212,"""0003670313""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
213,"""0001938234""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
214,"""0003681327""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
215,"""0003674822""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
216,"""0001966386""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
217,"""0003600555""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
218,"""0001952792""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
219,"""0003600594""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
220,"""0003651176""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
221,"""0003603432""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
222,"""0001235643""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
223,"""0001937215""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
224,"""0001937979""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
225,"""0003565430""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
226,"""0003712756""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
227,"""0003603890""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
228,"""0003544792""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
229,"""0003752234""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
230,"""0003758731""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
231,"""0003761285""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
232,"""0001937960""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
233,"""0001937688""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
234,"""0001937617""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
235,"""0001937528""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
236,"""0003636055""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
237,"""0001289811""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
238,"""0003603433""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
239,"""0001938449""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
240,"""0001964422""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
241,"""0001938008""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
242,"""0003571003""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
243,"""0003729573""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
244,"""0001936879""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
245,"""0003365021""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
246,"""0001936801""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
247,"""0001937176""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
248,"""0001943905""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
249,"""0003603611""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
250,"""0001305253""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
251,"""0003603336""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
252,"""0003603431""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
253,"""0001938268""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
254,"""0001937189""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
255,"""0003583510""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
256,"""0001228742""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
257,"""0001938472""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
258,"""0001937893""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
259,"""0003637634""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
260,"""0003676331""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
261,"""0001936912""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
262,"""0003758504""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
263,"""0003750306""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
264,"""0003603436""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
265,"""0003676247""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
266,"""0003560970""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
267,"""0001937550""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
268,"""0003720486""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
269,"""0003611798""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
270,"""0001937008""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
271,"""0001937414""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
272,"""0001937603""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
273,"""0003603438""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
274,"""0003710753""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
275,"""0003754556""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
276,"""0003702781""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
277,"""0001937466""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
278,"""0001938102""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
279,"""0003682032""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
280,"""0001976843""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
281,"""0003664051""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
282,"""0003629198""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
283,"""0003728313""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
284,"""0003540836""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
285,"""0001964559""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
286,"""0003755009""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
287,"""0001937026""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
288,"""0001938144""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
289,"""0003573598""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
290,"""0003551891""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
291,"""0001938051""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
292,"""0003581447""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
293,"""0001938032""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
294,"""0001970274""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
295,"""0003603437""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
296,"""0003682766""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
297,"""0003248613""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
298,"""0003565663""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
299,"""0001937753""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
300,"""0003699781""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
301,"""0001937552""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
302,"""0001950400""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
303,"""0003577134""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
